Meas Num,Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Peak Num,Peak Radius (nm) (I),Peak Diameter (nm) (I),Peak Diffusion Coefficient (cm²/s) (I),Peak Mw-R (kDa) (I),Peak %Pd (I),Peak Pd (nm) (I),Peak Pd Index (I),Peak %Intensity (I),Peak %Mass (I),Peak %Number (I),Peak Particle Concentration (1/mL) (I),
37,,D1 ,,16:03:46,2026-03-20,2967,37,View,--,1.54761e+06,7.49856e+06,5,5,0,100,9.96147,24.9994,60.3101,52,25,0,D1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,1,2026-Mar-20 15:12:34,19.674,0.209843,1.25044e-07,39.348,11.2298,57.0796,0.570796,3586.15,1.04688,791.248,--,0.000114097,6299.68,0.945547,51.374,202.718,3.92751,0.000361207,6,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,3,59.2748,118.55,4.15036e-08,47352.2,14.8549,8.80522,0.148549,34.1908,0.00135023,9.11852e-10,--,
37,,D1 ,,16:03:46,2026-03-20,2967,37,View,--,1.54761e+06,7.49856e+06,5,5,0,100,9.96147,24.9994,60.3101,52,25,0,D1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,1,2026-Mar-20 15:12:34,19.674,0.209843,1.25044e-07,39.348,11.2298,57.0796,0.570796,3586.15,1.04688,791.248,--,0.000114097,6299.68,0.945547,51.374,202.718,3.92751,0.000361207,6,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,4,204.066,408.133,1.20555e-08,854243,10.7216,21.8791,0.107216,25.8278,0.0209201,3.49863e-10,--,
38,,D2 ,,16:05:06,2026-03-20,3047,38,View,--,1.06535e+06,1.38631e+07,5,5,0,100,9.96147,25.0048,61.576,20,25,0,D2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,2,2026-Mar-20 15:12:34,20.399,0.24498,1.20617e-07,40.7979,11.6437,57.0796,0.570796,3903.02,1.06572,958.815,--,0.000158011,6076.65,0.827124,43.9156,193.3,4.38279,0.000548505,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887138,Aqueous,1,0.787352,1.5747,3.12499e-06,1.92413,9.57285,0.075372,0.0957285,12.2417,99.3564,99.9985,--,
38,,D2 ,,16:05:06,2026-03-20,3047,38,View,--,1.06535e+06,1.38631e+07,5,5,0,100,9.96147,25.0048,61.576,20,25,0,D2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,2,2026-Mar-20 15:12:34,20.399,0.24498,1.20617e-07,40.7979,11.6437,57.0796,0.570796,3903.02,1.06572,958.815,--,0.000158011,6076.65,0.827124,43.9156,193.3,4.38279,0.000548505,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887138,Aqueous,2,5.73319,11.4664,4.29162e-07,200.297,8.91251,0.510971,0.0891251,27.3494,0.576625,0.00147731,--,
38,,D2 ,,16:05:06,2026-03-20,3047,38,View,--,1.06535e+06,1.38631e+07,5,5,0,100,9.96147,25.0048,61.576,20,25,0,D2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,2,2026-Mar-20 15:12:34,20.399,0.24498,1.20617e-07,40.7979,11.6437,57.0796,0.570796,3903.02,1.06572,958.815,--,0.000158011,6076.65,0.827124,43.9156,193.3,4.38279,0.000548505,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887138,Aqueous,3,47.9524,95.9048,5.13106e-08,28836.3,8.01686,3.84428,0.0801686,33.0642,0.00251518,1.04275e-08,--,
38,,D2 ,,16:05:06,2026-03-20,3047,38,View,--,1.06535e+06,1.38631e+07,5,5,0,100,9.96147,25.0048,61.576,20,25,0,D2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,2,2026-Mar-20 15:12:34,20.399,0.24498,1.20617e-07,40.7979,11.6437,57.0796,0.570796,3903.02,1.06572,958.815,--,0.000158011,6076.65,0.827124,43.9156,193.3,4.38279,0.000548505,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887138,Aqueous,4,196.086,392.172,1.25479e-08,778120,5.79071,11.3548,0.0579071,27.3447,0.0645046,3.89556e-09,--,
39,,D3 ,,16:06:16,2026-03-20,3117,39,View,--,1.51066e+06,1.42291e+07,5,5,0,100,9.96147,25.0061,46.9168,20,25,0,D3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,3,2026-Mar-20 15:12:34,96.9715,0.163461,2.53739e-08,193.943,55.351,57.0796,0.570796,149806,1.04744,129.436,--,2.01003e-06,1278.33,24.1743,96.8219,106.737,0.852723,0.000830045,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887112,Aqueous,1,0.929215,1.85843,2.64799e-06,2.83516,6.81511,0.063327,0.0681511,9.44627,99.6778,100,--,
39,,D3 ,,16:06:16,2026-03-20,3117,39,View,--,1.51066e+06,1.42291e+07,5,5,0,100,9.96147,25.0061,46.9168,20,25,0,D3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,3,2026-Mar-20 15:12:34,96.9715,0.163461,2.53739e-08,193.943,55.351,57.0796,0.570796,149806,1.04744,129.436,--,2.01003e-06,1278.33,24.1743,96.8219,106.737,0.852723,0.000830045,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887112,Aqueous,2,25.8364,51.6729,9.52356e-08,6784.54,1.58326,0.409059,0.0158326,2.84722,0.00169209,7.39033e-08,--,
39,,D3 ,,16:06:16,2026-03-20,3117,39,View,--,1.51066e+06,1.42291e+07,5,5,0,100,9.96147,25.0061,46.9168,20,25,0,D3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,3,2026-Mar-20 15:12:34,96.9715,0.163461,2.53739e-08,193.943,55.351,57.0796,0.570796,149806,1.04744,129.436,--,2.01003e-06,1278.33,24.1743,96.8219,106.737,0.852723,0.000830045,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887112,Aqueous,3,102.226,204.452,2.40697e-08,169492,6.33121,6.47214,0.0633121,87.7065,0.320529,1.94891e-07,--,
40,,D4 ,,16:07:33,2026-03-20,3194,40,View,--,1.36369e+06,1.25831e+07,5,5,0,100,9.96147,25.0068,56.6502,25,25,0,D4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,4,2026-Mar-20 15:12:34,112.325,0.130832,2.1906e-08,224.65,64.1147,57.0796,0.570796,211292,1.05231,118.088,--,3.24064e-09,1103.62,0.936096,124.697,135.564,1.07964,0.00104537,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887098,Aqueous,1,0.878115,1.75623,2.80213e-06,2.48371,4.26163,0.0374221,0.0426163,10.2491,99.956,100,--,
40,,D4 ,,16:07:33,2026-03-20,3194,40,View,--,1.36369e+06,1.25831e+07,5,5,0,100,9.96147,25.0068,56.6502,25,25,0,D4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,4,2026-Mar-20 15:12:34,112.325,0.130832,2.1906e-08,224.65,64.1147,57.0796,0.570796,211292,1.05231,118.088,--,3.24064e-09,1103.62,0.936096,124.697,135.564,1.07964,0.00104537,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887098,Aqueous,2,44.7217,89.4434,5.50201e-08,24494.1,2.44715,1.09441,0.0244715,12.4664,0.00179312,1.33111e-08,--,
40,,D4 ,,16:07:33,2026-03-20,3194,40,View,--,1.36369e+06,1.25831e+07,5,5,0,100,9.96147,25.0068,56.6502,25,25,0,D4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,4,2026-Mar-20 15:12:34,112.325,0.130832,2.1906e-08,224.65,64.1147,57.0796,0.570796,211292,1.05231,118.088,--,3.24064e-09,1103.62,0.936096,124.697,135.564,1.07964,0.00104537,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887098,Aqueous,3,132.941,265.883,1.85088e-08,313414,4.00358,5.32242,0.0400358,77.2845,0.0422124,1.24371e-08,--,
41,,D5 ,,16:08:40,2026-03-20,3261,41,View,--,1.84454e+06,1.84453e+08,5,5,0,100,9.96147,25.0051,95,20,25,0,D5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,5,2026-Mar-20 15:12:34,1944.69,0.107346,1.26523e-09,3889.38,6.25093e-07,3.21435e-08,3.21435e-10,1.6689e+08,1.00172,3.22822,--,50.8587,0.000911825,1822.22,1936.55,2071.16,0.128548,0.000893579,2,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887132,Aqueous,1,2020.4,4040.79,1.21782e-09,1.8249e+08,4.00418,80.9004,0.0400418,100,100,100,--,
42,,D6 ,,16:09:45,2026-03-20,3326,42,View,--,1.46598e+06,2.4433e+08,5,5,0,100,9.96147,25.003,94,10,25,0,D6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,6,2026-Mar-20 15:12:34,2083.86,0.215033,1.18067e-09,4167.73,4.27267e-05,2.05036e-06,2.05036e-08,1.96187e+08,1.00092,48.8657,--,47.4594,0.00679575,1808.67,1869.17,1929.67,0.0647344,0.00282258,1,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887174,Aqueous,1,1944.92,3889.83,1.26502e-09,1.66936e+08,0.889696,17.3038,0.00889696,100,100,100,--,
43,,D7 ,,16:10:50,2026-03-20,3391,43,View,--,851231,4.25616e+06,5,5,0,100,9.96147,24.9985,0,20,25,0,D7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,7,2026-Mar-20 15:12:34,1.33851,0.0445369,1.83791e-06,2.67702,0.764017,57.0796,0.570796,6.6596,1.00963,149.848,--,0.00583224,92593.1,605.982,828.483,1156.19,0.664114,0.00114268,2,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887266,Aqueous,1,891.534,1783.07,2.75935e-09,2.69098e+07,24.0863,214.737,0.240863,100,100,100,--,
44,,D8 ,,16:11:56,2026-03-20,3457,44,View,--,1.54711e+06,5.05757e+06,5,5,0,100,9.96147,24.993,12.6,35,25,0,D8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,8,2026-Mar-20 15:12:34,244.274,0.0303289,1.00694e-08,488.547,139.431,57.0796,0.570796,1.30117e+06,1.00009,88.3673,--,4.73577e-06,507.295,0.39103,581.005,1104.77,1.90081,0.00262497,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887378,Aqueous,1,0.531177,1.06235,4.63066e-06,0.766114,48.2867,0.256488,0.482867,27.2413,99.9978,100,--,
44,,D8 ,,16:11:56,2026-03-20,3457,44,View,--,1.54711e+06,5.05757e+06,5,5,0,100,9.96147,24.993,12.6,35,25,0,D8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,8,2026-Mar-20 15:12:34,244.274,0.0303289,1.00694e-08,488.547,139.431,57.0796,0.570796,1.30117e+06,1.00009,88.3673,--,4.73577e-06,507.295,0.39103,581.005,1104.77,1.90081,0.00262497,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887378,Aqueous,2,796.549,1593.1,3.08794e-09,2.06746e+07,37.1974,296.296,0.371974,72.7587,0.00222569,4.8964e-15,--,
45,,D9 ,,16:13:14,2026-03-20,3535,45,View,--,1.13523e+06,5.51081e+06,5,5,0,100,9.96147,24.9874,79.4,100,25,0,D9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,9,2026-Mar-20 15:12:34,334.478,0.11704,7.35277e-09,668.957,190.919,57.0796,0.570796,2.71453e+06,1.10197,1763.52,--,1.85637e-05,370.43,0.587162,3.33017,944.335,283.393,0.00106773,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887492,Aqueous,1,0.74873,1.49746,3.28468e-06,1.71051,22.2519,0.166606,0.222519,42.4695,99.7587,99.9984,--,
45,,D9 ,,16:13:14,2026-03-20,3535,45,View,--,1.13523e+06,5.51081e+06,5,5,0,100,9.96147,24.9874,79.4,100,25,0,D9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,9,2026-Mar-20 15:12:34,334.478,0.11704,7.35277e-09,668.957,190.919,57.0796,0.570796,2.71453e+06,1.10197,1763.52,--,1.85637e-05,370.43,0.587162,3.33017,944.335,283.393,0.00106773,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887492,Aqueous,2,3.20458,6.40915,7.67446e-07,51.3548,8.91394,0.285654,0.0891394,9.56539,0.222806,0.00157082,--,
45,,D9 ,,16:13:14,2026-03-20,3535,45,View,--,1.13523e+06,5.51081e+06,5,5,0,100,9.96147,24.9874,79.4,100,25,0,D9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,9,2026-Mar-20 15:12:34,334.478,0.11704,7.35277e-09,668.957,190.919,57.0796,0.570796,2.71453e+06,1.10197,1763.52,--,1.85637e-05,370.43,0.587162,3.33017,944.335,283.393,0.00106773,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887492,Aqueous,3,903.142,1806.28,2.7231e-09,2.77368e+07,10.4021,93.9457,0.104021,47.9651,0.0184817,5.32325e-12,--,
46,,D10 ,,16:15:07,2026-03-20,3648,46,View,--,806778,4.03394e+09,5,5,0,100,9.96147,24.9969,99.9,20,25,0,D10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,10,2026-Mar-20 15:12:34,59.7735,0.384731,4.11546e-08,119.547,17.9505,30.0308,0.300308,48289.6,1.00001,0.96925,--,1491.34,1044.72,32.5466,60.1737,155.361,2.041,0.000592418,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887298,Aqueous,1,68.1257,136.251,3.61091e-08,65578.2,51.1027,34.8141,0.511027,92.2416,76.76,99.8997,--,
46,,D10 ,,16:15:07,2026-03-20,3648,46,View,--,806778,4.03394e+09,5,5,0,100,9.96147,24.9969,99.9,20,25,0,D10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,10,2026-Mar-20 15:12:34,59.7735,0.384731,4.11546e-08,119.547,17.9505,30.0308,0.300308,48289.6,1.00001,0.96925,--,1491.34,1044.72,32.5466,60.1737,155.361,2.041,0.000592418,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887298,Aqueous,2,432.04,864.079,5.69382e-09,4.94056e+06,29.0167,125.363,0.290167,7.75838,23.24,0.10034,--,
47,,D11 ,,16:16:14,2026-03-20,3715,47,View,--,1.51315e+06,1.26096e+08,5,5,0,100,9.96147,24.9986,94,20,25,0,D11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,11,2026-Mar-20 15:12:34,569.272,0.0691404,4.32142e-09,1138.54,324.938,57.0796,0.570796,9.42054e+06,1.00546,33.6686,--,3.3162e-06,217.712,45.4302,974.714,5555.4,5.65291,0.000545834,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887263,Aqueous,1,47.7267,95.4534,5.15449e-08,28519.7,3.61476,1.72521,0.0361476,27.5707,0.545289,99.452,--,
47,,D11 ,,16:16:14,2026-03-20,3715,47,View,--,1.51315e+06,1.26096e+08,5,5,0,100,9.96147,24.9986,94,20,25,0,D11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,11,2026-Mar-20 15:12:34,569.272,0.0691404,4.32142e-09,1138.54,324.938,57.0796,0.570796,9.42054e+06,1.00546,33.6686,--,3.3162e-06,217.712,45.4302,974.714,5555.4,5.65291,0.000545834,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887263,Aqueous,2,1063.45,2126.91,2.31328e-09,4.06532e+07,15.6197,166.109,0.156197,51.2308,31.003,0.540069,--,
47,,D11 ,,16:16:14,2026-03-20,3715,47,View,--,1.51315e+06,1.26096e+08,5,5,0,100,9.96147,24.9986,94,20,25,0,D11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,11,2026-Mar-20 15:12:34,569.272,0.0691404,4.32142e-09,1138.54,324.938,57.0796,0.570796,9.42054e+06,1.00546,33.6686,--,3.3162e-06,217.712,45.4302,974.714,5555.4,5.65291,0.000545834,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887263,Aqueous,3,5895.02,11790,4.17313e-10,2.23542e+09,26.0499,1535.65,0.260499,21.1985,68.4517,0.00797094,--,
48,,D12 ,,16:17:19,2026-03-20,3780,48,View,--,1.41134e+06,1.21667e+08,5,5,0,100,9.96147,24.9952,94.2,20,25,0,D12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,12,2026-Mar-20 15:12:34,808.598,0.0476522,3.04211e-09,1617.2,461.545,57.0796,0.570796,2.14137e+07,1.00823,17.6405,--,3.25312e-07,153.26,96.5309,3638.23,4304.19,1.15651,0.000779695,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887333,Aqueous,1,104.312,208.623,2.35817e-08,177694,4.00217,4.17472,0.0400217,37.6343,12.8127,99.9877,--,
48,,D12 ,,16:17:19,2026-03-20,3780,48,View,--,1.41134e+06,1.21667e+08,5,5,0,100,9.96147,24.9952,94.2,20,25,0,D12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,12,2026-Mar-20 15:12:34,808.598,0.0476522,3.04211e-09,1617.2,461.545,57.0796,0.570796,2.14137e+07,1.00823,17.6405,--,3.25312e-07,153.26,96.5309,3638.23,4304.19,1.15651,0.000779695,2,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887333,Aqueous,2,4110.89,8221.79,5.98372e-10,9.61759e+08,8.1974,336.986,0.081974,62.3657,87.1873,0.0123414,--,
49,,E1 ,,16:18:32,2026-03-20,3853,49,View,--,896966,7.17573e+07,5,5,0,100,9.96147,24.9966,95,25,25,0,E1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,1,2026-Mar-20 15:12:34,10.8729,0.399784,2.26245e-07,21.7458,1.63691,15.0549,0.150549,895.401,1.00021,0.65516,--,9031.07,3609.37,8.021,10.8604,14.6811,0.613246,0.000326734,5,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887305,Aqueous,1,11.4833,22.9666,2.14218e-07,1017.47,21.7776,2.50079,0.217776,98.2541,99.2246,100,--,
49,,E1 ,,16:18:32,2026-03-20,3853,49,View,--,896966,7.17573e+07,5,5,0,100,9.96147,24.9966,95,25,25,0,E1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,1,2026-Mar-20 15:12:34,10.8729,0.399784,2.26245e-07,21.7458,1.63691,15.0549,0.150549,895.401,1.00021,0.65516,--,9031.07,3609.37,8.021,10.8604,14.6811,0.613246,0.000326734,5,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887305,Aqueous,2,628.836,1257.67,3.91188e-09,1.18904e+07,11.8832,74.7259,0.118832,1.74593,0.775427,2.65145e-06,--,
50,,E2 ,,16:19:39,2026-03-20,3920,50,View,--,1.58826e+06,9.07577e+07,5,5,0,100,9.96147,25.0021,93,25,25,0,E2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,2,2026-Mar-20 15:12:34,11.4303,0.412894,2.15242e-07,22.8607,1.18138,10.3355,0.103355,1006.53,0.999901,0.52366,--,8642.72,2796.15,8.93288,11.9601,15.5392,0.552366,0.000233338,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887192,Aqueous,1,2.59965,5.1993,9.46393e-07,31.4773,7.3689,0.191566,0.073689,1.93855,64.3032,99.2381,--,
50,,E2 ,,16:19:39,2026-03-20,3920,50,View,--,1.58826e+06,9.07577e+07,5,5,0,100,9.96147,25.0021,93,25,25,0,E2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,2,2026-Mar-20 15:12:34,11.4303,0.412894,2.15242e-07,22.8607,1.18138,10.3355,0.103355,1006.53,0.999901,0.52366,--,8642.72,2796.15,8.93288,11.9601,15.5392,0.552366,0.000233338,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887192,Aqueous,2,12.6858,25.3715,1.93941e-07,1284.46,19.6115,2.48787,0.196115,98.0614,35.6968,0.761901,--,
51,,E3 ,,16:20:45,2026-03-20,3986,51,View,--,1.14089e+06,1.05638e+08,5,5,0,100,9.96147,25.005,89.2,10,25,0,E3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,3,2026-Mar-20 15:12:34,19.7621,0.468139,1.24505e-07,39.5242,2.87423,14.5442,0.145442,3623.84,0.999778,3.3307,--,4974.84,1947.45,17.7818,20.8765,24.184,0.306671,0.000380205,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887134,Aqueous,1,2.7532,5.50641,8.93678e-07,36.0008,4.57854,0.126057,0.0457854,2.28351,90.5613,99.9764,--,
51,,E3 ,,16:20:45,2026-03-20,3986,51,View,--,1.14089e+06,1.05638e+08,5,5,0,100,9.96147,25.005,89.2,10,25,0,E3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,3,2026-Mar-20 15:12:34,19.7621,0.468139,1.24505e-07,39.5242,2.87423,14.5442,0.145442,3623.84,0.999778,3.3307,--,4974.84,1947.45,17.7818,20.8765,24.184,0.306671,0.000380205,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887134,Aqueous,2,21.8868,43.7736,1.12418e-07,4601.91,10.7082,2.34369,0.107082,97.7165,9.43868,0.0236085,--,
52,,E4 ,,16:21:52,2026-03-20,4053,52,View,--,1.25959e+06,1.16628e+08,5,5,0,100,9.96147,25.0061,89.2,10,25,0,E4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,4,2026-Mar-20 15:12:34,17.9975,0.448728,1.36716e-07,35.9949,2.40328,13.3534,0.133534,2911.54,1.00002,2.11281,--,5473.42,2038.35,15.9325,18.2554,21.0536,0.280526,0.000436945,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887111,Aqueous,1,2.37379,4.74759,1.03655e-06,25.4472,3.36379,0.0798495,0.0336379,1.64521,87.3618,99.9712,--,
52,,E4 ,,16:21:52,2026-03-20,4053,52,View,--,1.25959e+06,1.16628e+08,5,5,0,100,9.96147,25.0061,89.2,10,25,0,E4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,4,2026-Mar-20 15:12:34,17.9975,0.448728,1.36716e-07,35.9949,2.40328,13.3534,0.133534,2911.54,1.00002,2.11281,--,5473.42,2038.35,15.9325,18.2554,21.0536,0.280526,0.000436945,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887111,Aqueous,2,19.0845,38.169,1.28929e-07,3339.76,9.70968,1.85304,0.0970968,96.9866,11.645,0.0288448,--,
